text,true_label,lr_pred,bert_pred,case,lr_confusion_pair,bert_confusion_pair
"THE UNFOLDING UNIFORM Pakistan is inherently unstable. Dealing with them is like playing with matches in a forest. - Larry Pressler. That statement from Larry Pressler, made during his recent visit to India, coincided with ",World,Sports,Sports,Both wrong,World -> Sports,World -> Sports
FleetCenter to be reunion arena It has all the gossipy intrigue and social awkwardness of seating the still-respected ex-wife and the sexy new girlfriend at the same table for a family wedding.,Sports,World,Sci/Tech,Both wrong,Sports -> World,Sports -> Sci/Tech
"Gateway Can Party Like It #39;s 1999 Those were heady days, they were, back in 1999. The bull market was still roaring. We hadn #39;t yet heard of hanging or dimpled chads.",Sci/Tech,Business,Sports,Both wrong,Sci/Tech -> Business,Sci/Tech -> Sports
"SIA: Chip sales to hit record, flatten Worldwide semiconductor sales will hit an all-time high in 2004 but stay relatively flat in 2005 before climbing again over the next two years, according to the Semiconductor Industry Association.",Business,Sci/Tech,Sci/Tech,Both wrong,Business -> Sci/Tech,Business -> Sci/Tech
"Quick end to US election crucial US President George W. Bush is on the verge of a re-election victory, but Democratic challenger John Kerry is not conceding defeat, at least not now.",Business,World,World,Both wrong,Business -> World,Business -> World
"Another homicide in Holland  It is a sad day.      In what seems to be another politically inspired homicide in Holland, Dutch filmmaker, and controversial columnist Theo van Gogh was brutally murdered in the streets of Amsterdam this morning.",Sci/Tech,World,World,Both wrong,Sci/Tech -> World,Sci/Tech -> World
"Argentina Basketball Coach Magnano Quits Ruben Magnano, who coached Argentina to the Olympic basketball gold medal in Athens, resigned Thursday to accept a coaching job in Italy.",World,Sports,Sports,Both wrong,World -> Sports,World -> Sports
"Product Previews palmOneUpgrades Treo With Faster Chip, Better Display\With more than 600,000 units shipped, the Treo 600 is one of the big smartphone success stories. Last week, palmOne introduced the follow-on Treo 650 with a higher resolution 320-by-320-pixel TFT screen, which the company claims increases the visible area of the display and makes pictures and documents much clearer. The 650 also carries a removable battery; 32MB of flash memory, and a faster 312MHz, Intel XScale processor. Improved multimedia features include a built-in MP3 player, a digital camera with improved low-light capabilities, as well as video capture and playback functionality. Products are expected to ship by years end from some carriers who will add their own services, and will be priced at about \$499.\ Treo 650, palmOne",Business,Sci/Tech,Sci/Tech,Both wrong,Business -> Sci/Tech,Business -> Sci/Tech
"Serial HIV Assault Verdict Expected Mon. (AP) AP - A verdict will be announced Monday in the trial of a man charged with intentionally exposing 17 women to HIV, a county judge said.",Sci/Tech,World,World,Both wrong,Sci/Tech -> World,Sci/Tech -> World
"Contradiction in Terms : How to make beer It's been around for thousands of years. It has been worshiped, reviled, banned, and made the cornerstone of economies. It has helped us celebrate, weep, relax, and get laid. And now we're going to make some. A pint, a glass, an ale, a lager, a beer.",Sci/Tech,World,Business,Both wrong,Sci/Tech -> World,Sci/Tech -> Business
"Ontario gets harsh with school dropouts HUNTSVILLE, ONT. - The Ontario government plans to introduce legislation that will require students to stay in school until they reach the age of 18, said the province?",Business,World,World,Both wrong,Business -> World,Business -> World
"Travelocity Says Speed Is the Ticket For Growth Sam Gilliand, the chief executive of Travelocity, talks about the online travel industry, the Cendant-Orbitz merger and the woes of the airline industry.",Sci/Tech,Business,Business,Both wrong,Sci/Tech -> Business,Sci/Tech -> Business
"Colombia Accuses Cos. of Illegal Imports The Colombian government has filed a lawsuit accusing Pernod Ricard SA, Diageo PLC and Seagram Export Sales Co. of illegally importing spirits via Colombian companies that launder drug money.",World,Business,Business,Both wrong,World -> Business,World -> Business
Australia in grip of water crisis There is a warning that some of Australia's major cities could run out of drinking water.,Sci/Tech,World,World,Both wrong,Sci/Tech -> World,Sci/Tech -> World
"Cocoa prices down but Ivorian exports still blocked World cocoa prices were down on Tuesday but off the day #39;s lows as exports remained on hold after mob violence and military clashes in Ivory Coast, the key global supplier, traders said.",World,Business,Business,Both wrong,World -> Business,World -> Business
"The Bag of Aeolus  quot;Aeolus was keeper of the winds. He gave a bag of evil winds to Odysseus, instructing him to keep it closed while a good breeze wafted him home.",World,Sports,Sports,Both wrong,World -> Sports,World -> Sports
Fusion reactor decision must wait Six nations planning to build the world's biggest nuclear fusion reactor fail to agree where to site the facility.,Sci/Tech,World,World,Both wrong,Sci/Tech -> World,Sci/Tech -> World
"Vodafone begins 3G service Vodafone launches its third-generation services for mobile phones, offering video calls, music downloads and games.",Business,Sci/Tech,Sci/Tech,Both wrong,Business -> Sci/Tech,Business -> Sci/Tech
"(B)old new frontiers Northrop Grumman Corp. and Boeing Co. yesterday announced plans to team up to design a vehicle to take astronauts back to the moon and even beyond, but they #39;ve got to make one stop first ",Business,Sci/Tech,Sci/Tech,Both wrong,Business -> Sci/Tech,Business -> Sci/Tech
Halo 2 scores record sales of \$125 million in first 24 hours Halo 2 broke entertainment retail records in its first 24 hours. Microsoft Game Studios said that the video game sold through 2.4 million stores in the US and Canada raking in \$125 million in sales.,Business,Sci/Tech,Sci/Tech,Both wrong,Business -> Sci/Tech,Business -> Sci/Tech
"Prized Fossil Just a Rock? With positive and negative results, it remains to be seen what type of Fossil this company really is.",Business,Sci/Tech,Sci/Tech,Both wrong,Business -> Sci/Tech,Business -> Sci/Tech
Hit TV series 24 goes from small screen to smaller screen (AFP) AFP - The hit US television show  quot;24 quot; is going from the small screen to the smaller after 20th Century Fox and Vodaphone struck a groundbreaking deal to distribute the drama on mobile telephones.,Sci/Tech,World,World,Both wrong,Sci/Tech -> World,Sci/Tech -> World
"China's inflation rate slows sharply but problems remain (AFP) AFP - China's inflation rate eased sharply in October as government efforts to cool the economy began to really bite, with food prices, one of the main culprits, showing some signs of slowing, official data showed.",World,Business,Business,Both wrong,World -> Business,World -> Business
"Telephone Tag (Forbes.com) Forbes.com - ARRIS GROUP (5, ARRS) saw its market cap unjustifiably halved recently when Comcast, a huge customer (24 of Arris' sales), hinted it might buy next-generation technology from Cisco Systems. Arris supplies the technical guts that cable companies use to provide phone service. (For the reverse phenomenon, see story on p. 162.)",Business,Sci/Tech,Sci/Tech,Both wrong,Business -> Sci/Tech,Business -> Sci/Tech
Donors seek clarity on PA finances Donors to the Palestinians are asking  whether the change of leadership can let more light into Palestinian finances.,Business,World,World,Both wrong,Business -> World,Business -> World
"U.S. to Allow Some Telemarketing 'Robo Calls'  WASHINGTON (Reuters) - Telemarketers will be able to use  prerecorded ""robo calls"" to stay in touch with established  customers starting next week -- at least for the short term,  U.S. regulators said Friday.",Sci/Tech,Business,Business,Both wrong,Sci/Tech -> Business,Sci/Tech -> Business
Court ruling has fat cats purring THE future of horseracing in Britain was thrown into confusion this week as a result of a judgment by the European Court of Justice.,Sci/Tech,World,Sports,Both wrong,Sci/Tech -> World,Sci/Tech -> Sports
Will Hutton There were two stories last week that will have world-shaping implications. The first was in a Paris hospital and a compound in Ramallah.,Business,World,World,Both wrong,Business -> World,Business -> World
Safety Group Closely Echoes Rail Industry Documents show that the nation's most influential rail-safety group is tightly bound to the railroad industry.,World,Business,Business,Both wrong,World -> Business,World -> Business
"GAME UNDER FIRE Attacking police officers, racial slurs, bloody beatings of innocent bystanders ... is it really just a game? In four and a half minutes, 14-year-old Ryan Mason ran over a police officer, stole his gun and shot and killed three innocent bystanders.",Sci/Tech,Sports,Sports,Both wrong,Sci/Tech -> Sports,Sci/Tech -> Sports
"Where have all the people gone? While media and political attention is on the threat of outsourcing, the reality is that outsourcing is a sideshow in a much larger event.",Business,Sci/Tech,Sci/Tech,Both wrong,Business -> Sci/Tech,Business -> Sci/Tech
Boston archbishop reveals anguish of closings BOSTON Boston #39;s Archbishop is telling catholics that the church #39;s financial footing is  quot;much worse than people realize.,Sports,Business,Business,Both wrong,Sports -> Business,Sports -> Business
"Dow Jones Agrees to Buy MarketWatch in \$519 Million Deal Dow Jones   Company, the publisher of The Wall Street Journal, has agreed to buy MarketWatch, the parent company of the financial news Web site CBS MarketWatch, for approximately \$519 million, the companies said today.",World,Business,Business,Both wrong,World -> Business,World -> Business
"Microsoft open new software development unit in India (AFP) AFP - Microsoft said it will join with India's second-largest software firm, Infosys Technologies, to provide software and consulting to manufacturing, banking and automobile companies.",World,Sci/Tech,Sci/Tech,Both wrong,World -> Sci/Tech,World -> Sci/Tech
"You Say Sell, I Say Potato Disgruntled shareholders file suit to force talks with Oracle while PeopleSoft's two largest shareholders agree to disagree.",Business,Sci/Tech,Sci/Tech,Both wrong,Business -> Sci/Tech,Business -> Sci/Tech
"Motorola buys wireless network developer, eyes defense contracts CHICAGO - Motorola Inc. is acquiring MeshNetworks Inc., developer of a Wi-Fi based technology that is expected to help land more contracts for its growing government contracting business.",Business,Sci/Tech,Sci/Tech,Both wrong,Business -> Sci/Tech,Business -> Sci/Tech
"Argentina gets China investment China is to invest nearly \$20bn (11bn) in Argentina over the next 10 years, Argentine officials say.",World,Business,Business,Both wrong,World -> Business,World -> Business
"Producer Price Surge Fuels Inflation Fears Producer prices surged 1.7 percent in October, their sharpest monthly increase in nearly 15 years.",World,Business,Business,Both wrong,World -> Business,World -> Business
14 Nations to Participate in Plan to Reduce Methane Thirteen countries agreed yesterday to join a global plan proposed by the Bush administration to curb methane emissions by capturing the greenhouse gas and using it as an energy source before it is released into the atmosphere.,Sci/Tech,World,World,Both wrong,Sci/Tech -> World,Sci/Tech -> World
"China, Argentina sign 5 cooperation documents China and Argentina signed five agreements in Buenos Aires Tuesday that will allow them to expand cooperation in the areas of trade, space, education, tourism and railways.",Business,World,World,Both wrong,Business -> World,Business -> World
Press review 0850CET--The seizure of fake Nike sportswear by the Customs Department was one of the main stories on Wednesday #39;s newspapers. L-Orizzont published ,Sci/Tech,World,Sports,Both wrong,Sci/Tech -> World,Sci/Tech -> Sports
"ConocoPhillips boosts LUKoil stake to 10 percent (AFP) AFP - US oil major ConocoPhillips has boosted its stake in Russia's second-largest oil producer LUKoil to 10 percent, giving Conoco at least one representative on LUkoil's board.",World,Business,Business,Both wrong,World -> Business,World -> Business
Swedes beam poetry into outer space (Reuters) Reuters - Swedish poets have broadcast their work into outer space by radio to give alien life forms -- if they exist -- a taste\of earthling literature.,World,Sci/Tech,Sci/Tech,Both wrong,World -> Sci/Tech,World -> Sci/Tech
TV's Passport Stamp of Approval The sixth season of a popular reality television show is ready to rock the world.,Business,Sports,World,Both wrong,Business -> Sports,Business -> World
"Russia #39;s Putin Defends Reforms, Worries About Clans Russian President Vladimir Putin said on Thursday he had no plans to grab more power or change the constitution when reforming Russia #39;s government structure.",Business,World,World,Both wrong,Business -> World,Business -> World
"SBC and Yahoo! extend pact to offer Internet service SAN ANTONIO SBC Communications and Yahoo are expanding their high-speed Internet service partnership to link video, wireless phone, Internet and other services.",Business,Sci/Tech,Sci/Tech,Both wrong,Business -> Sci/Tech,Business -> Sci/Tech
"A Bit of Wall St. on the Tigris The 150 brokers and traders on the Iraq Stock Exchange are not waiting for the war to end, buying and selling orders a few hundred yards away from the fighting.",World,Business,Business,Both wrong,World -> Business,World -> Business
"McCain again opposes the president Global warming needs more attention, according to John McCain, and President Bush needs to lead the way. I listened to some of the hearings on this subject this week, and I must say the people testifying are ",Sci/Tech,World,World,Both wrong,Sci/Tech -> World,Sci/Tech -> World
"A Fair Tax Some say a ""fair tax"" that removes the need to file tax returns from the vast majority of the citizenry is a national sales tax.  This doesn't seem to be very fair to people trying to feed, house and clothe themselves and seems to subsidize large land holders (Bush's favorite constituency).  There is a tax that lives up to the promises broken by Bush's proposal for a national sales tax.",Sci/Tech,Business,Business,Both wrong,Sci/Tech -> Business,Sci/Tech -> Business
Yahoo and SBC extend partnership and plan new services Yahoo and SBC Communications have agreed to collaborate to extend some of the online services and content they currently provide to PC users to mobile phones and home entertainment devices.,Business,Sci/Tech,Sci/Tech,Both wrong,Business -> Sci/Tech,Business -> Sci/Tech
"BearingPoint CFO Out; Error Found McLean technology consulting company BearingPoint Inc. said yesterday that its chief financial officer, Robert S. Falcone, would retire on Nov. 30.",Sci/Tech,Business,Business,Both wrong,Sci/Tech -> Business,Sci/Tech -> Business
Lazarus-like virus hits computers A new computer virus is catching people out by coming back from the dead.,Business,Sci/Tech,Sci/Tech,Both wrong,Business -> Sci/Tech,Business -> Sci/Tech
England humble Sprinboks Charlie Hodgson scores 27 points as England overwhelm the Springboks at Twickenham.,World,Sports,Sports,Both wrong,World -> Sports,World -> Sports
Special to ESPN.com It #39;s the age old question:  quot;What do you give to the man who #39;s been everything? quot;. Only time will tell whether Phil Knight #39;s retirement will be as long-lived as so many players he paid to endorse Nike.,Business,Sports,Sports,Both wrong,Business -> Sports,Business -> Sports
Google creators in share sell-off Google founders Larry Page and Sergey Brin have announced plans to sell millions of shares in the web search company they launched in 1998.,Business,Sci/Tech,Sci/Tech,Both wrong,Business -> Sci/Tech,Business -> Sci/Tech
"Google targets software giant  SEATTLE -- Not too long ago, Google Inc. seemed little more than a pesky insect to Microsoft Corp.'s 800-pound gorilla.",Business,Sci/Tech,Sci/Tech,Both wrong,Business -> Sci/Tech,Business -> Sci/Tech
Before-the-Bell: GenCorp Falls 5.6 Pct. (Reuters) Reuters - Shares of GenCorp Inc.  fell 5.6\percent before the opening bell on Monday after investment fund\Steel Partners withdrew its proposal to acquire the aerospace\and real estate company.,Sci/Tech,Business,Business,Both wrong,Sci/Tech -> Business,Sci/Tech -> Business
Banks seek court ruling over F1 Three banks go to the High Court in London seeking a ruling which could lead to Bernie Ecclestone losing control of Formula One racing.,Business,Sports,Sports,Both wrong,Business -> Sports,Business -> Sports
Federal CISOs Rank Patch Management As Biggest Obstacle Survey by Intelligent Decisions indicates that patch management leaves less time for chief information security officers to work on improving overall security.,Business,Sci/Tech,Sci/Tech,Both wrong,Business -> Sci/Tech,Business -> Sci/Tech
"Cingular to Cut About 7,000 Jobs (Reuters) Reuters - Cingular Wireless will cut about 7,000\jobs, or 10 percent of its work force, to cut costs as it\integrates recently purchased AT T Wireless, the company said\on Tuesday.",Sci/Tech,Business,Business,Both wrong,Sci/Tech -> Business,Sci/Tech -> Business
"EasyGroup close to launching low-cost mobile phone service (AFP) AFP - EasyGroup, the holding company of no-frills British airline easyJet, is close to striking a deal to launch a low-cost mobile telephone service in Britain, the Financial Times reported.",World,Sci/Tech,Sci/Tech,Both wrong,World -> Sci/Tech,World -> Sci/Tech
"The Shockwaves of Sumatra The Indian Ocean earthquake of December 2004 produced     a shockwave that created tsunamis all across the Indian Ocean. The tsunamis hammered nearby Indonesia and struck as far as     the coast of East Africa. The death toll has climbed over 100,000 and continues to grow.    It also created social shockwaves.  ",Sci/Tech,World,World,Both wrong,Sci/Tech -> World,Sci/Tech -> World
"FDA OKs Scientist Publishing Vioxx Data (AP) AP - The Food and Drug Administration has given a whistle-blower scientist permission to publish data indicating that as many as 139,000 people had heart attacks that may be linked to Vioxx, the scientist's lawyer said Monday.",World,Sci/Tech,Sci/Tech,Both wrong,World -> Sci/Tech,World -> Sci/Tech
EasyMobile launch set for March Denmark #39;s leading telecoms operator TDC says it will launch a low-budget mobile telephone operator dubbed  quot;easyMobile quot; with mobile network operator T-Mobile in Britain in March 2005.,Business,Sci/Tech,Sci/Tech,Both wrong,Business -> Sci/Tech,Business -> Sci/Tech
"MetroPCS obtains Cingular air com November 29, 2004, 8:33 AM PT. Wired  amp; Wireless continues its reign as the top IT priority among IT managers due to widespread IP telephony deployment and other network infrastructure upgrades.",Business,Sci/Tech,Sci/Tech,Both wrong,Business -> Sci/Tech,Business -> Sci/Tech
"Is this the end of IT as we know it? Halsey Minor, CEO of hosted integration provider grand central Communications, has a powerful message for IT: In four years, ... basically the whole notion of enterprise application software is going to be dead. He believes application functionality will instead be available as hosted, pay-per-use services delivered by companies such as Salesforce.com. Putting his money where his mouth is, Minor has recently launched a \$50 million venture capital fund with his own money to fuel on-demand startups. For its part, Grand Central will handle data and process integration between enterprises and multiple on-demand services.",Business,Sci/Tech,Sci/Tech,Both wrong,Business -> Sci/Tech,Business -> Sci/Tech
"Sony, IBM, Toshiba Give Details of 'Cell' Chip (Reuters) Reuters - IBM , Sony Corp. (6758.T) and\Toshiba Corp. (6502.T) on Monday revealed their plans for the\powerful new ""Cell"" processor the three are jointly producing\to run next-generation computers, game consoles and\televisions.",Business,Sci/Tech,Sci/Tech,Both wrong,Business -> Sci/Tech,Business -> Sci/Tech
"EPA May Conduct Human Tests for Chemicals (AP) AP - In setting limits on chemicals in food and water, the Environmental Protection Agency may rely on industry tests that expose people to poisons and raise ethical questions.",World,Sci/Tech,Sci/Tech,Both wrong,World -> Sci/Tech,World -> Sci/Tech
"Local group joins suit to de-list endangered species Bob Briggs wifes family has owned about 1,000 acres of redwood forest off Waddell Creek since 1913. He doesnt clearcut, and logs about once a decade.",Business,Sci/Tech,Sci/Tech,Both wrong,Business -> Sci/Tech,Business -> Sci/Tech
"Why 2004 was the year of the blog A US dictionary publisher declares ""blog"" as one of the words of the year.",World,Sci/Tech,Sci/Tech,Both wrong,World -> Sci/Tech,World -> Sci/Tech
Turkey eyes \$15 billion investment years ANKARA: Turkey is hoping to attract \$15 billion of foreign investment between 2005 and 2007 through reforms designed to overhaul its economy and ease the country #39;s entry into ,World,Business,Business,Both wrong,World -> Business,World -> Business
"Intel planning Centrino-like brand for desktops Intel is preparing a marketing strategy that will brand desktop PCs with a similar label that made its Centrino notebook technology a household name, according to sources familiar with the company's plans.",Business,Sci/Tech,Sci/Tech,Both wrong,Business -> Sci/Tech,Business -> Sci/Tech
"Plus: Cendant reported to buy Ebookers SAN FRANCISCO (CBS.MW) -- Not only did the word  quot;blog quot; enter Merriam-Webster #39;s dictionary this year, but Microsoft is getting on the personalized e-journal bandwagon.",Sci/Tech,Business,Business,Both wrong,Sci/Tech -> Business,Sci/Tech -> Business
Two top Nokia executives resign HELSINKI: Nokia said the respected head of its networks unit had resigned and another top networks official left in the second major departure of top management in two weeks at the world #39;s largest mobile phone maker.,Business,Sci/Tech,Sci/Tech,Both wrong,Business -> Sci/Tech,Business -> Sci/Tech
Germans plan mass welfare rallies Nationwide protests are set to take place in Germany as cuts in unemployment benefit take effect.,Business,World,World,Both wrong,Business -> World,Business -> World
"Supreme Court Hears Wine Sales Case Winemakers who want to ship directly to consumers across state lines got a sympathetic hearing at the Supreme Court today, as the justices heard oral arguments in a case that could have a dramatic effect on Internet commerce and states' power to regulate the alcohol trade.",Sci/Tech,Business,Business,Both wrong,Sci/Tech -> Business,Sci/Tech -> Business
"Court Hears Interstate Wine Sales Case (AP) AP - The Supreme Court considered Tuesday whether state alcoholic beverage regulations put in place 70 years ago, after Prohibition was lifted, should remain the law of the land in the Internet age.",World,Sci/Tech,Sci/Tech,Both wrong,World -> Sci/Tech,World -> Sci/Tech
"Bipartisan Panel Seeks Greenhouse Gas Limits A bipartisan commission that includes energy industry executives, environmentalists and academics will issue a report Wednesday that calls on the nation to adopt mandatory limits on greenhouse gas emissions linked to global warming, set stricter fuel economy standards and promote nuclear power, renewable energy and oil exploration.",Business,Sci/Tech,Sci/Tech,Both wrong,Business -> Sci/Tech,Business -> Sci/Tech
"Schwarzenegger Vows to Defend Emissions Law Toyota, General Motors and seven other automakers filed suit to block California's new greenhouse gas regulation, which was approved by the state in September.",World,Business,Business,Both wrong,World -> Business,World -> Business
"Nortel to file restated results next year Nortel Networks said today that after months of trying to untangle faulty financial results, it won't file its 2003 and first-half 2004 results until early next year.",Sci/Tech,Business,Business,Both wrong,Sci/Tech -> Business,Sci/Tech -> Business
"Ellison: Data Hubs Could #39;ve Prevented 9/11 SAN FRANCISCO -- Oracle CEO Larry Ellison is convinced that had the intelligence community used a unified database from Oracle, the terrorist attacks on 9/11 would never have happened.",Business,Sci/Tech,Sci/Tech,Both wrong,Business -> Sci/Tech,Business -> Sci/Tech
"English 'world language' forecast A third of people on the planet will be learning English in the next decade, \says a report.",World,Sci/Tech,Sci/Tech,Both wrong,World -> Sci/Tech,World -> Sci/Tech
"Without Batting An Eyelash : A very French welcome for a new &lt;b&gt;...&lt;/b&gt; THAT night, it seemed as if three or four parties were going on at once in Cosmo Manille. Wrong, palanggas. Actually, there were five in Makati alone, and one of them had a stream of traffic ",Business,World,Sports,Both wrong,Business -> World,Business -> Sports
Amazon #39;s UK DVD Rentals Might Presage War with Netflix Analysts said Amazon #39;s launch of the DVD rental service in the UK might be to test its approach and streamline the logistically difficult process of handling DVDs through the mail.,Business,Sci/Tech,Sci/Tech,Both wrong,Business -> Sci/Tech,Business -> Sci/Tech
"Nextel, Sprint Talk Merger Nextel Communications Inc. and Sprint Corp. are negotiating a possible merger, according to a source familiar with the discussions.",Sci/Tech,Business,Business,Both wrong,Sci/Tech -> Business,Sci/Tech -> Business
"Japan's comics retool the art Animation in America once meant Mickey Mouse and Winnie the Pooh. These days, it's just as likely to mean Japanese fighting cyborgs, doe-eyed schoolgirls, and sinister monsters -- thanks in large part to people like John Ledford.",Business,Sci/Tech,World,Both wrong,Business -> Sci/Tech,Business -> World
"Sources: Sprint, Nextel closing in on \$36B deal Sprint Corp. is in advanced talks to buy Nextel Communications Inc. for more than \$36 billion in a mostly stock deal, sources familiar with the situation said today.",Sci/Tech,Business,Business,Both wrong,Sci/Tech -> Business,Sci/Tech -> Business
"Cuts offered, issue remains tax or cap The union #39;s proposal to end the lockout, made Thursday at the league #39;s Canadian headquarters, calls for a tax that would penalize -- and perhaps deter -- high-end payrolls.",Sports,Business,Business,Both wrong,Sports -> Business,Sports -> Business
"I.B.M. Sought a China Partnership, Not Just a Sale Inside I.B.M., the issue of whether to stay in the personal computer business has been debated for a decade. The issue was put to rest last week.",Business,Sci/Tech,Sci/Tech,Both wrong,Business -> Sci/Tech,Business -> Sci/Tech
"The Kid Stays in His Home, Dressed in PJ's, With a Live Mike Robert Evans, the fabled Hollywood producer and man about town, will be enjoying his latest gig, as a satellite radio talk-show host, from the comfort of his home.",Sci/Tech,Business,Business,Both wrong,Sci/Tech -> Business,Sci/Tech -> Business
Indonesian diplomats asked to help improve RI #39;s bad image JAKARTA (Antara): President Susilo Yudhoyono asked Indonesian diplomats on Monday to help the government improve Indonesia #39;s bad image.,Business,World,World,Both wrong,Business -> World,Business -> World
Week's delay for Delta launcher Boeing's new heavy-lift Delta 4 rocket must wait a further week before making its maiden flight.,World,Business,Sci/Tech,Both wrong,World -> Business,World -> Sci/Tech
"Travel Column: Australia Through Aboriginal Eyes This week's TravelWatch column profiles Anangu Tours, an Aborigine-owned tour company in Australia's Red Center.",Sci/Tech,Sports,Business,Both wrong,Sci/Tech -> Sports,Sci/Tech -> Business
"Bush Pledges Strong-Dollar Policy President Bush meets with Italian Prime Minister Silvio Berlusconi in the Oval Office of the White House, Wednesday, Dec. 15, 2004, in Washington.",Business,World,World,Both wrong,Business -> World,Business -> World
"MicroStrategy Turnover Draws Analyst Scrutiny MicroStrategy Inc. said yesterday that president and chief financial officer Eric F. Brown had resigned and that founder Michael J. Saylor would again hold the company's top three jobs, prompting some analysts to raise concerns about the company's stock.",Sci/Tech,Business,Business,Both wrong,Sci/Tech -> Business,Sci/Tech -> Business
"A Distraction as a Deadline Approaches As the holidays approach, Christmas spirit is a bargain-hunting essential.",Sci/Tech,Business,Business,Both wrong,Sci/Tech -> Business,Sci/Tech -> Business
BT cuts prices for telecom rivals Ofcom is cutting the price BT can charge its rivals for putting their broadband equipment in its exchanges by up to 60.,Business,Sci/Tech,Sci/Tech,Both wrong,Business -> Sci/Tech,Business -> Sci/Tech
Broadband charges set to tumble The cost of broadband internet access is likely to fall after Ofcom ordered British Telecom to cut the amount it charges internet providers.,Business,Sci/Tech,Sci/Tech,Both wrong,Business -> Sci/Tech,Business -> Sci/Tech
"FCC Mulls Airborne Mobile Phone Use Although there may have been technical limitations at the time the cell phone ban was established, according to IDC #39;s Shiv Bakhshi, it is unclear why the ban has remained in place, given that ",Business,Sci/Tech,Sci/Tech,Both wrong,Business -> Sci/Tech,Business -> Sci/Tech
"Mars water tops science honours The discovery that salty, acidic water once flowed across the surface of Mars has topped a list of the 10 key scientific advances of 2004.",World,Sci/Tech,Sci/Tech,Both wrong,World -> Sci/Tech,World -> Sci/Tech
"Boeing casts eyes on live TV over Connexion service The Boeing Co. is planning to add live television to its Connexion by Boeing service during 2005, a company executive said in a recent interview.",Sci/Tech,Business,Business,Both wrong,Sci/Tech -> Business,Sci/Tech -> Business
This week in merger news This week saw three merger deals worth about \$60 billion--including one that ranks as the largest software merger in history.,Sci/Tech,Business,Business,Both wrong,Sci/Tech -> Business,Sci/Tech -> Business
"Pricey Drug Trials Turn Up Few New Blockbusters The \$500 billion drug industry is stumbling badly in its core business of finding new medicines, while aggressively marketing existing drugs.",World,Business,Business,Both wrong,World -> Business,World -> Business
